customer_tweet_id,brand_tweet_id,brand_reply,customer_message
1272285,1272287,@417820 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /NQ,"@SpotifyCares Hey, the issue's all fixed now. My card was charged today. Thanks! 👍"
2653070,2653069,@748203 No worries! You can sort Your Songs by Title with these steps: https://t.co/5hjtm5AdqM. This rearranges the tracks alphabetically. Hope this helps /KB,"@SpotifyCares Done. Thank you. In the meantime, I also have a suggestion that might help those like me with this problem: I'd love to see a way to alphabetize my ""All Songs"" category on the app so I can easily eliminate duplicate songs to allow for more space."
2809046,2809045,@783416 Hey there! Sometimes content gets removed due to licensing changes. Hopefully we'll have them available again soon. Check this out: https://t.co/0i8GpimuDa /AR,@115888 @117168 @SpotifyCares i got issues with u removing Troubadour by George Strait and People are Crazy by Billy Currington
760596,760595,@301744 We'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /BE,Still waiting for the day GOT7 will be on  @117168 @115888
61179,61177,@130007 Hey there! Could you let know what country your Spotify account is set to? We'll check it's availability /GU,"Alright, @115888 time to add No Phun Intended, and Regional at Best to @130008 albums 👍🏼 alright, cool"
2520932,2520929,@718042 Hey there! You can request for verification at https://t.co/aR6VNZNfsw. Hope this helps 😁 /NS,@SpotifyCares hey Spotify. Im an artist trying to get verified. Help please 🙏
689583,689582,@284783 Hey Ericson! We've just sent a DM your way. We'll carry on chatting there 🙂 /Q,Hi @115888 @SpotifyCares please check your dm!!! Badly needed your help
552683,552682,"@248881 Hey, help's here! Can you DM us your account's email address along with a screenshot of the page you're seeing when you clicked on the emailed link for the offer? We'll take a closer look /RR https://t.co/ldFdZRiNAt",@SpotifyCares I received a notification on your annual premium subscription but logged in and can’t find how I can take advantage of this
576176,576174,"@255582 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /RC",@137949 @SpotifyCares Has a recent update broken playing Spotify on a Sonos Play1 using Spotify Connect from the Spotify app? #whoistoblame
1870997,1870995,@558770 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this 🙂 /CG,@115888 can you please stop losing all of my downloaded songs on pc? thank you
1877698,1877697,"@560487 Hey! Unlimited may not be available for you at the moment, but we can take a closer look at your account if you DM us your username /MT https://t.co/ldFdZRiNAt",@115888 how do I sign up for unlimited on my iPhone
2230792,2230791,@152929 Can you let us know your exact Spotify version? We'll see what we can suggest /JP,Still not fixed the sharing function on androids/Pixels 🙃 @SpotifyCares
1799488,1799486,@248048 Hi! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /MT,@SpotifyCares I have access to an artist’s account that I shouldn’t have access to in spotify for artists &amp; dont see how I can delete myself
1102951,1102950,"@380269 Hey Cameron! Does logging out, restarting your device, and logging back in help at all? /LO",@115888 why do my playlists always have 1 or 2 less songs in them than the mobile app says?  PC has the correct number...
2598010,2598011,"@659498 Thanks for giving it a shot. Just to check, are you able to play that track with Offline Mode enabled? /RH",@SpotifyCares Tried that and still have the same problem.
44377,2782177,"@776958 Hey Patrissia, help's arrived! To take advantage of this offer, you must not have had a Premium subscription in the past. Check out more details at https://t.co/Gp5xcUoTsa. We hope this helps /DI",@115888 Howwww :(((
1966378,1966377,"@582774 You're welcome and thanks for the kind words! By the way, you might've missed our DM. Check out your messages /JP",Thank you so much @SpotifyCares you guys go above and beyond!
482486,634041,@270310 Hey Ben! Can you DM us your account's email address? We'll take a look backstage /SJ,@115888 If i’m a current premium user. Can i have this?
1794140,1794139,"@539150 Hi Cliff, that doesn't sound good. Could you send over your account's username or email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt","@SpotifyCares Hey, I can't play any @124708 songs today? I get an error ""This song is not available"" Have they been pulled from the UK?"
2312364,2312362,"@134422 @118134 2: Stranger Things soundtrack, it will let you see the album differently. More info here: https://t.co/eR59jGddYG /RH",Hey @115888 what in the world is stranger things mode and how do I make it happen. I want to get killed by a mindflayer https://t.co/nJf1QT2A2L
2970798,2970800,@819438 You're welcome! Let us know if you ever need us again. We'd be happy to help. https://t.co/m4HWSbgHVZ 🙂 /LO,"@SpotifyCares That worked, thank you!"
874036,874035,@327502 Hi there! We've just replied to your DM. We'll carry on helping out there /JX,@38621 charged from my card but didnt upgrade my account since it says my student status cant be verifyed
2038745,2038744,@602825 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM to be first to hear /AY,@115888 no Spotify service in Egypt. Just saying. 😤
664264,664263,@278312 Hey! We appreciate your feedback on this. We'll be sure to pass it on to our Ads team /AY,"@181186  Hey Spotify MY , The car horn ad is just noise pollution to someone blasting music. It seriously hurts the ears, pls remove pls"
2306918,2306917,@669230 Hey there! We've just sent you a DM 🙂 /DF,Man someone hacked my Spotify account😒 @115888 y’all better fix this or I want a year of free music
2306183,2306185,@669054 Thanks. Can you try logging out &gt; restarting your phone &gt; logging back in? Let us know if that makes a difference /RH,@SpotifyCares 11.0.3 os. Spotify 8.4.26.793
321501,321502,@192596 We've just replied to your DM. Let's carry on chatting there /KM,"@SpotifyCares done, thank you."
1191878,1191877,"@400137 Hey Ashton, a sleep timer is a great idea! Help make it happen by adding support here: https://t.co/pMmX7wXq24 /HC",spotify should fr add an alarm setting to their app like i want to wake up to my favorite music but im also broke as hell @115888
2128530,2128529,@626611 Hey there! Pre-sale codes are being sent out by email to some of Tom Misch's biggest fans on Spotify. Hopefully you're one of them /JX,"@SpotifyCares, when will I be receiving an email with the code for @84365's presale happening in an hour? I already follow him on your platform. Thanks much!"
821819,821818,"@315759 Hey Brandon! Don’t worry, we can help. Can you let us know the device/OS you’re using? /MX",@115888 why does the app crash everytime I try to share a song/playlist?
2916568,2916569,@807280 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,"@SpotifyCares Alright, thanks for the response"
2264884,2264883,"@659282 Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /MG",@115888 @146177 @12899 Where is Reputation?
816521,816520,@314447 Hey Joel! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /SU,"@SpotifyCares Why do all of my songs sound like they're on ket? Literally everything's playing at like 2x speed, lads help"
2692975,2692973,"@756949 Hey there, we're here to help! Could you give this playlist a listen to see if it helps: https://t.co/4cQt9Vn0ec? Let us know /TB",Ugh i can't get my stranger things mode to work @115888 https://t.co/YLWQPzXxZh
2183045,2183044,"@639471 We were so excited about the new music, we decided to hand it out a day early! We'll try to keep our composure next week 🙂 /TF","@SpotifyCares Decided to humor you by attempting this, but it obviously didn't work... maybe the algorithm just knows much I love ""New Music Friday?"" https://t.co/KaL0CnmALS"
2513098,2513096,"@249702 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa 🙂 /JI","@118266 @133324 WHY THIS IS NOT SPOTIFY SPAIN
😥😥😥😥😥"
1252715,1252716,@413857 Thanks for trying. Could you send us your account's email address or username via DM? We'd like to check further /RK https://t.co/ldFdZRiNAt,@SpotifyCares I tried this. It seemed like it worked at first but it's back to doing the same thing.
43447,43446,@125636 Hey Vixzer! We can see how that’d be useful! You can vote for the official idea here: https://t.co/snIzzj29Vz /TF,"Please consider accepting #BitcoinCash for payments @spotifycares - it’s fast and secure, with low fees! More @ https://t.co/YsDKU63vw3"
2919421,2919420,@808052 Hey there! Everything should be running smoothly now. Let us know if this is still happening /GS,hi @115888 please fix your app the new update killed it https://t.co/W8tEGoTRnh
2027303,2027302,"@599510 Hi Josh! They're determined by algorithms. As your music taste evolves, so do the mixes. There's more here: https://t.co/OCqPV5UbGd 🙂 /T",@SpotifyCares How often do the genres of my daily mixes get updated?
1632119,1632118,@283473 Hey Lance! Our Curation team are independent so there's no formal submission process. Check out https://t.co/Ackn8bZUwo to help you gain visibility /K,@SpotifyCares  Check out these awesome Christmas tracks just waiting for a playlist add. https://t.co/skpNUfuQFp
50627,50628,"@127359 That's odd. Just to check, does it do the exact same thing when you shuffle it again? /MU",@SpotifyCares Same person) or a song followed by the remix of the same song. So frustrating I want random shuffle! It's the most recent app update on iOS
2297992,2297990,"@667079 Hi Phelim, help's here! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt","@SpotifyCares Hi I changed my phone yesterday to an iPhone6 but I can’t get Premium even though I’m a premium subscriber, please rectify for me. Thanks"
2691957,2691959,@382883 Thanks. We’re working on it at the moment. We're always trying to improve Spotify. Stay tuned /BE,@SpotifyCares Yooo!!! You rock 🤘 https://t.co/KrNfhqGQWw
2065478,2065476,@610806 Hey! Sorry to hear that. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,Nice to know I have a day left on my @115888 premium but they've ripped me off and cut it off too early.
634352,634351,"@270402 Hi Joris, help's arrived! Just to check, do you hear fade in while playing music on other speakers? Let us know /TY",@SpotifyCares Does Spotify Mac do a fade in on play if it’s been idle for a while or is it my amp? Cross fade tracks is off in the settings.
2646422,2646420,"@746661 Hey! We hear you loud and clear. We can’t make any promises, but we’ll pass your feedback onto the right folks. Let us know if you need help with anything else /MO","Spotify, if I find a new artist, the last thing I want to hear is a commentary album by this artist."
927653,927652,@340097 Hi Phillip! Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt,@115888 I can't seem to login my account on your website but I can login with my phone app and my desktop WHY??? Can you pls check??
820766,820765,@315500 Hey Abi! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,Has anyone else’s #ios11update fucked up the volume with @115888 ?!
1548924,1548923,@479479 Hey Miranda! We'll gladly let the right folks know it's something you'd like to see. Give us a shout if you need us 🙂 /BH,@115888 hey can you guys make an update where i can upload pictures + descriptions on playlists on the app
2397304,2397303,@689954 Hey! We've just sent a DM your way. Let's carry on chatting there /NY,@117153 hey! was rejected in spotoify premium for students but i'm still charged. please give me a refund as i have not been granted  premium account.
1802412,1802411,"@324170 Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /HC","Hey, @115888, can you guys NOT raise the volume on the ads?! Are you trying to rupture my ear drums?"
1942510,1942512,"@577598 Just to clarify, are you referring to the Starbucks promo? /MT",@SpotifyCares So will it still be free?
648657,648659,@274162 Sorry for the confusion. We're afraid editing playlists isn't currently possible on Android devices. We'd suggest adding your support for the idea in our Community at https://t.co/cxqCh7BOea /AR,"@SpotifyCares That doc doesn't include an Edit section for android, because it isn't possible on android, and that's ridiculous."
634052,634051,"@270315 Aww, how sweet! You've made us blush. We feel so... https://t.co/GGsiYakp7I 💚 /LX",El oh vee eeeee &amp; affection 💓  https://t.co/I1B3M4Pcze
211098,211096,@166000 Got it. Could you check if following the steps at https://t.co/46sWVpIvlI does the trick? /DV,@SpotifyCares Hello! I did as you said and it still only shows 3 people I follow :O
2750595,2750594,@770078 Hey John! Can you DM us your account's email address? We'll check things out /KC https://t.co/ldFdZRiNAt,@SpotifyCares please Direct message me. Can’t reach out to anyone at your company about some fraudulent charges.  0 points for customer service at this point.
2259674,2259673,"@657991 Hi, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. This should help /RB",@115888 Things I listened to this morning offline are suddenly unavailable without re-downloading. Wtf.
1884064,1884063,@562177 Hey Kyle! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,"@SpotifyCares I just renewed my subscription through Rogers, but it hasn't reflected on my account yet. Just curious how long it'll take?"
708724,708725,"@289428 1: Hi Ryan! We're afraid it's not possible to reset it at the moment. Don't worry, it’ll be re-tuned on Monday. Just keep listening...","Hi @115888, I accidentally listened to a mumble rap song last week, now my whole Discover Weekly playlist is mumble rap. How do I reset it?"
93860,93859,"@136353 Hey Sebastian, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt","@SpotifyCares got PW reset message, follow link, enter new password but then get this message. Generate new reset e-mail, same thing. Happening on Chrome and Firefox. Help? https://t.co/7AATasWWBZ"
2545889,2545887,"@723623 Hi Randy! Are you referring to Drake's album? If not, can you tell us the name of the artist whose album you're looking for? /RR","@115888 just took “Take Care” the album off spotify over night, put that shit back up!"
1450243,1450242,@456527 Hey there! This sounds like something for our Artist Services team. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,@115888 @116130 @125633 @117168
1175729,1175728,"@396567 ¡Hey there! Can you tell us what device, operating system and Spotify version you're using? /LF",Why does @115888 just stop playing my music every 5 min? I can't work with this.
1872865,1872864,@559237 Hey Morgan! Could you let us know your account's email address or username via DM? We'll check backstage /RK https://t.co/ldFdZRiNAt,@115888 I would appreciate it if things like Dark Horse didn’t play when I hit shuffle on Harry Styles’ album. Thank you.
1682039,1682038,"@511351 Hey Thom! We're afraid this isn't possible now, but you can vote for the idea here https://t.co/SEK4E4gi22 /JP",@SpotifyCares Is there a way to stream @115888 from my Apple Watch3 over LTE without using my phone? I don't want to switch to @115948
2583359,2583358,"@732088 Hi Georgie, help's arrived! Can you DM us with your account's username and email address? We'll check it out /WW https://t.co/ldFdZRiNAt",@SpotifyCares I am trying to cancel my free trial before I get charged but it is telling me I have no subscriptions and therefore there's no cancel option. I def got free trial and am worried I will be charged.
2646371,2646373,@746642 Thanks for letting us know. Does restarting your device make any difference? Let us know how it goes /XF,@SpotifyCares I’m on the latest version updated for iPhone X. These issues were present prior to the update for me as well.
1276544,1276543,"@418795 Hi! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /AU",The @115888 Halloween playlist without any White Zombie or Rob Zombie is an epic fail. You can't get any more Halloween than that!!!
1944508,1944506,"@578060 Hey! You can find a list of locations at https://t.co/lkSzo0fVNB, but we'd recommend reaching out to the retailers for availability /DD",@115888  Ummmmmm  I'm looking for a 7/11 or Walmart that sells the Spotify card I already went to 5 stores.... What's the deal?
1109711,1109710,"@381881 2: by adding your vote here: here: https://t.co/ummyhZpk6f. If you need anything else, just give us a shout 💚 /KC",@SpotifyCares hi. When will the iPad app layout be fixed? Blowing up the UI from iPhone is not cool or acceptable. I miss the two panels. :/
2582050,2582049,@731777 Hey there! Can you send us a DM with your account's email address? We'll check this out backstage /CE https://t.co/ldFdZR1cbT,"@SpotifyCares what should I do ? someone has gained access after 3 times
. I have reset my password and logout everywhere already but it didn't work. can you help me?"
2921967,2921965,@793476 Great! Glad to hear that. Let us know if you need anything else 😁 /NS,Omg YES I found the song I'd forgot to save from my @115888 Discover Weekly playlist. Play it LOUD! Safari Song https://t.co/v7nhNLD5fU
1189843,1189842,@399662 Hi there! Help's here. Can you try restarting your device to see if it makes a difference? Keep us posted /MU,@SpotifyCares I can’t login. When I press the login button it just doesn’t do anything. - iOS App
2545867,2545868,"@723618 Awesome, that's what we like to hear! If you need us again, just... https://t.co/AUc7DGJpgF, and we'll come running 🏃 /CP","@SpotifyCares Aha, the ""new window"" did the trick! So you will still get my money in the future 🙂 Thx for helping out."
2610837,2610836,"@292361 Hey Marcus. Just to check, is everything running smoothly on your end now? /AY",FINALLY SUPPORT FROM @115888 FOR IPHONEX
1875286,1875284,"@559827 Hey! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /JL",@115888 let's get my Single Be My Girl on a cool playlist!!
1144399,1144398,@229752 We hear you! Your feedback has been noted and passed onto the team 👊🏼 /MX,@115888 @SpotifyCares y'all need to fix this asap
1972500,2439914,"@584230 Woohoo, that's what we like to hear! Give us a shout if you need us again, otherwise... https://t.co/SkdXv2BhCb /CG",finally got Spotify to work n now could greet of happiness
1520023,1520025,"@472547 1: Hey James! Check out https://t.co/zgnxs5kPEu if you've never had a subscription/trial before. Also, Suggested Tracks are part of the...",@SpotifyCares Also... why do my playlists add random songs (usually by same artist as my playlist songs) on mobile (android) but not when I listen to them via the web app? Cheers
2203794,2203793,@644390 Hey! It's great to hear your thoughts about this. Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /GU,Hey @115888 why is it only my time capsule looks like this? The look is great and I’d love it if all my music payback looked this way https://t.co/p2dgI73gH5
1851707,1851711,"@554225 1: The ""Random"" button mentioned in the link was a suggestion from one of our Community members. By the way, could you...",@SpotifyCares If I wanted to shuffle my last 50 songs I would just play them because they are recent. I want to shuffle ALL my songs
2275491,2275493,"@661838 1: Got it. We don't officially support beta iOS versions at this time, but we'll still help you out. Could you try reinstalling the...",@SpotifyCares Yes but didn’t work actually this problem occurred after the Spotify update to 8.4.26 version
2792196,2792195,@779265 Hey! We're here to help. Are you getting any specific errors? Can you DM us your account's username or email address? We'll check things backstage /CP https://t.co/ldFdZRiNAt,@115888 As soon as i decide to start paying you money your website is fucked.
2917982,2917980,@807680 Hey there! We hear you. Your feedback has been noted and passed onto the team /NQ,"I know @115888 radio has an algorithm for #thumbsup and #thumbsdown, but they should have an extra-concentrated algorithm for ""clicked back to a song just to thumbs down it."" #Spotify #Music"
2774586,2774585,"@775426 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /AU","@118266 malam min, mau tanya itu akun spotify premium saya kok tiba tiba ilang ya? pas mau login ke logout otomatis"
2899854,2899855,@803340 Got it! We'll get this reported. Great detective work 🔍 https://t.co/LpsmyUtme0 /GT,"@SpotifyCares Hi, on the track ""Ma Story"" (Caballero &amp; JeanJass) the featuring ""Angele"" is wrong, it's actually Angèle : https://t.co/PxmTEuPHhW"
963341,963340,@348617 Hey! We'd love to have him on the team. You can check out job opportunities here: https://t.co/c1Z94oBFOl /DD,@115888 @117168 @SpotifyCares hire him and do it now https://t.co/U05xEvMEm8
1358992,1358993,"@436842 Just to check, does the issue happen over 3/4G, WiFi, or both? /AG",@SpotifyCares Nope
1520007,1520006,@472543 We understand. We'll pass this feedback on to the appropriate team /TF,"@SpotifyCares I shouldn't need to do that, i'm happy with the number i have"
1231500,1231501,@408853 Awesome! Let us know how it goes. We'll be happy to help /DV,@SpotifyCares Thank you. I’ve dropped @159550 an email 🤞🏾
630453,630452,@269394 Got it. You can subscribe to Premium by heading here: https://t.co/08kG2GBNp5. Let us know how it goes /AN,@SpotifyCares It sends me here https://t.co/q1mkaiOuQY
903062,903061,@334379 Hi Marsha! Help's on its way. Can you DM us the email addresses registered in both yours and your family members' accounts? /DD https://t.co/ldFdZRiNAt,@SpotifyCares I'm having problems with my Premium Family account.  Two of my family members have been unable to sign in.
2322411,2322413,"@672952 We understand. No worries, your feedback has been noted. We'll make sure to pass it on to the relevant folks /GT","@SpotifyCares You are not following! Your model is biased to think that if I like items in ""coleteo venezolano""  then I will necessarily like items in ""gaitas venezolanas"". This bias is outrageous."
1981472,1981471,@586530 Hey Joe. We're sorry you feel that way. Could you send us a DM with your account's email address so we can take a look under the hood? /LS https://t.co/ldFdZRiNAt,@SpotifyCares glad I’ve been paying for Spotify+Hulu premium for students even though Hulu won’t connect to my account #Spotifysucks
1815098,1815097,"@545252 Hey Matthew! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /CH",@SpotifyCares yoo where will Varleys albums at?
2786626,2786624,"@777980 Hey Jacob! We'd love to help. You can edit playlist order by logging into Spotify from a desktop. We also see how that’d be useful on your Android. We’d recommend posting it in our Community, where you can get support from other fans: https://t.co/rtDvYZOF32. Stay awesome 😁 /TI",@117168 @SpotifyCares @115888 is there a valid reason why I can't edit the order of my playlists on my Android device? That should really be something catered to all devices.
2815056,2815055,@421270 Hey! We've just sent you a DM. Check your inbox /RH,@SpotifyCares facebook login not working help pages don't help plz help thanks
2499432,2499431,"@559353 Hey Trystan! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up /TF",@SpotifyCares Just curious: how do I make Discover Weekly better? Can it tell how soon I skip a song? Is there anyway to dislike a song? Thanks!
2895455,2895457,"@802394 Got it. Just to check, does logging out then logging back in help at all? /PB","@SpotifyCares Windows 10, 1.0.68.407.g6864aaaf"
2144245,2144244,"@630431 Hey there! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /MO",Almost a week in and still no @115888 update for the #iPhoneX while lesser known 3rd party apps are already on the bandwagon ... smh ...
418866,418865,@214905 2: Hopefully this is something we'll be able to implement in the future /NS,"@115888 @SpotifyCares @117168 Why do you continue to not support ""Block stalker""? You are now bad as @123765! https://t.co/gQQeNfu7EI"
2919325,2919324,"@808019 Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",@SpotifyCares literally have more problems with your app than any other app on my phone. At least once a week the whole thing crashes and I either need to close down the app or completely delete it and re-download it
1803465,1803464,"@148084 We'd like to help out, but could you let us know what's going on first? You can send us more details via DM as well /NJ https://t.co/ldFdZR1cbT",@115888 reply to my tweet FFS. 😒
2483221,2496166,"@712380 Hey! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /AR",@709454 @115888 Hey @SpotifyCares put chance the rappers entire discography on there while you’re at. Coloring book is 10/10 but so is acid rap and 10 day
1877822,1877821,"@560526 Hi! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RB",@115888 why am i getting 2 ads in a row?
274497,274498,@181577 Hey! It seems the track was removed because of licensing or other legal issues. Hopefully we'll have it available again soon /NQ,@SpotifyCares the problem hasn't been fixed
2030999,2030998,@600564 Hi there! We have some useful info here: https://t.co/fI2NF40484. You can also check this out: https://t.co/d4d2bNBxus. Hope this helps /NY,"Hey @SpotifyCares if my Spotify was made with facebook, can other people find my facebook through my Spotify? Can I change my display name?"
2752819,2752818,@770622 Hey there! This sounds like a great idea. You can show your support for this here: https://t.co/7qXM7TUxUt /CE,@115888 you should add a functionality: sort tracks by bpm. #asap
1905165,1905164,"@567715 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RS","Its taking @115888 a while to get ""Already Dead"" up but it'll be there eventually dudes. #alreadydead"
2862756,2862757,@564087 It seems that you're playing directly from your iPhone instead of just streaming it from your computer first. You need to play the track on your computer before using Connect to stream it to your iPhone. You can check for the steps here: https://t.co/64CIqASpvY /JU,@SpotifyCares This is what I get everytime https://t.co/wFFbalGfuo
1131541,1131552,@386660 1: Hi! We're afraid it's not possible to stream music on 2 different devices simultaneously. That's why you're unable to see the play queue.,"Sorry @115888 but I get so wound up ... Why can't I see my 'phone queue on my PC, when both are signed on to the same account?"
796692,796694,@309982 We'd love to have it on Spotify! Fingers crossed it'll soon be available to us 👍 /RK,@SpotifyCares It is an #amazing album. @35357 at his finest
2259696,2259695,@252030 Hey Jan! Is this also happening on other songs? Can you let us know your iPhone model and Spotify version? We'll take a closer look /LS,"@115888 I thought this was a headphone bug, but now I see it’s a Spotify bug. Issues with #iOS11 ? https://t.co/B274e475Db"
2714229,2714227,@761954 Hi there! Can you DM us the links to the profiles? Just tap the three dots &gt; Share &gt; Copy Link. We'll check backstage /AP https://t.co/ldFdZRiNAt,@SpotifyCares could you please do something about this???
2815933,2815932,@785032 Hey there! We hear you. Your feedback has been noted and passed onto the team /NQ,.@SpotifyCares @115888 I️ think that there should be an option to stay in the app or window and watch the add for an hour of ad free music!
